age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
50.0,1,1,1,1,2,2,1,4,4,123.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,0,2,6,0,2,2,1,4,4,553.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
44.0,0,1,6,1,2,0,1,4,4,320.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,2,1,6,1,0,0,1,4,4,935.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
57.0,5,1,0,1,0,0,1,4,4,74.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
58.0,4,1,6,0,2,0,1,4,4,81.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
50.0,1,1,1,1,0,0,1,4,4,586.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,1,1,1,1,2,0,1,4,4,950.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
34.0,1,2,2,1,0,0,1,4,4,159.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
31.0,1,1,2,0,2,0,1,4,4,838.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
31.0,9,2,7,0,0,0,1,4,4,46.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
55.0,9,1,3,1,0,0,1,4,4,473.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,1,1,2,0,0,0,1,4,4,119.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
48.0,0,0,3,0,2,2,1,4,4,967.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
44.0,10,2,0,0,0,0,1,4,4,33.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
30.0,0,2,6,0,2,0,1,4,4,148.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
57.0,1,1,7,1,0,0,1,4,4,651.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
39.0,1,1,5,0,0,0,1,4,4,437.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
52.0,1,0,3,0,0,0,1,4,4,134.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
36.0,7,2,7,0,2,2,1,4,4,116.0,7.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,6,1,3,0,1,1,1,4,4,143.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,10,1,6,1,2,0,1,4,4,174.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
39.0,2,1,6,0,2,0,1,4,4,63.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
44.0,1,0,3,0,2,0,1,4,4,340.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,2,1,2,0,2,0,1,4,4,103.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
49.0,9,0,7,0,0,0,1,4,4,41.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
42.0,0,0,3,0,2,2,1,4,4,247.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
56.0,1,1,0,1,2,0,1,4,4,114.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
31.0,3,1,0,1,0,0,1,4,4,327.0,10.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
52.0,10,1,7,0,2,0,1,4,4,110.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,4,2,6,0,0,0,1,4,4,257.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,0,1,6,0,2,2,1,4,4,59.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,11,1,7,1,0,0,1,4,4,113.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
51.0,2,1,5,0,0,0,1,4,4,127.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
36.0,9,1,5,0,0,0,1,4,4,183.0,9.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,9,1,6,0,0,0,1,4,4,142.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
42.0,7,1,3,0,0,0,1,4,4,678.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,7,2,7,1,2,0,1,4,4,86.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
42.0,1,1,7,0,0,0,1,4,4,96.0,7.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
36.0,0,1,5,0,0,0,1,4,4,211.0,17.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
42.0,1,0,2,0,2,0,1,4,4,201.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
48.0,0,1,5,0,0,0,1,4,4,105.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
35.0,0,1,6,0,2,0,1,4,4,100.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
30.0,1,2,0,1,0,0,1,4,4,952.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
31.0,0,1,6,0,0,0,1,4,4,181.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,9,1,2,0,0,0,1,4,4,389.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
26.0,0,2,3,0,0,0,1,4,4,203.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
47.0,1,0,0,0,0,2,1,4,4,450.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,3,1,0,1,0,0,1,4,4,105.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,7,1,3,0,2,0,1,4,4,85.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
37.0,1,1,2,0,0,0,1,4,4,203.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
38.0,1,1,1,1,2,0,1,4,4,74.0,13.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
49.0,1,1,2,1,0,0,1,4,4,222.0,9.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
50.0,1,0,0,0,2,0,1,4,4,30.0,22.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
37.0,0,1,2,0,0,0,1,4,4,268.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
55.0,0,0,3,0,0,0,1,4,4,148.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
50.0,1,0,0,0,0,0,1,4,4,427.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
38.0,0,2,6,0,0,2,1,4,4,90.0,9.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,2,1,3,0,2,0,1,4,4,177.0,8.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,0,2,3,0,0,0,1,4,4,328.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
56.0,1,1,0,0,0,0,1,4,4,133.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
52.0,7,1,6,0,2,2,1,4,4,516.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
51.0,10,1,3,1,2,0,1,4,4,204.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
32.0,1,1,2,0,0,0,1,4,4,184.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,1,1,1,1,0,0,1,4,4,157.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
49.0,4,0,3,1,0,0,1,4,4,319.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
29.0,6,1,6,1,2,0,1,4,4,199.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
35.0,1,1,1,1,0,0,1,4,4,147.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
25.0,6,1,5,0,2,0,1,4,4,394.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
47.0,1,1,0,1,2,2,1,4,4,81.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,1,1,0,0,0,0,1,4,4,157.0,9.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
56.0,0,1,3,0,2,0,1,4,4,375.0,11.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,9,2,5,0,2,0,1,4,4,184.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
57.0,6,1,0,0,0,0,1,4,4,162.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
47.0,1,1,2,1,0,0,1,4,4,47.0,7.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,2,1,1,0,0,0,1,4,4,215.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,1,1,2,0,0,0,1,4,4,230.0,13.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,1,1,0,1,0,0,1,4,4,105.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
36.0,10,2,6,0,2,0,1,4,4,150.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,1,1,2,0,2,0,1,4,4,213.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,2,1,3,0,2,0,1,4,4,126.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
38.0,0,1,6,0,2,0,1,4,4,70.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
49.0,0,0,6,0,0,0,1,4,4,141.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
53.0,1,1,2,1,0,0,1,4,4,111.0,10.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
37.0,1,2,2,0,0,0,1,4,4,287.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,7,1,3,0,2,0,1,4,4,83.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
29.0,0,2,6,0,2,2,1,4,4,124.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
39.0,9,1,5,0,2,0,1,4,4,67.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
34.0,0,2,3,0,1,1,1,4,4,104.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
57.0,5,2,3,0,0,0,1,4,4,904.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
30.0,7,1,7,0,2,0,1,4,4,597.0,10.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
28.0,7,1,3,0,0,0,1,4,4,274.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
35.0,1,2,7,0,0,0,1,4,4,124.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
28.0,9,2,6,1,0,0,1,4,4,354.0,17.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
46.0,1,1,2,0,0,0,1,4,4,152.0,10.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
31.0,3,1,0,1,2,0,1,4,4,328.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
59.0,5,1,5,1,2,0,1,4,4,59.0,8.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
39.0,1,1,0,1,2,0,1,4,4,125.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
36.0,9,1,3,0,2,0,1,4,4,158.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
33.0,7,2,1,0,1,1,1,4,4,179.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
41.0,9,1,5,1,2,0,1,4,4,649.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,7,0,7,0,2,2,1,4,4,26.0,29.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
28.0,0,2,6,0,0,0,1,4,4,203.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
30.0,7,1,3,0,2,0,1,4,4,138.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
25.0,1,2,0,0,0,0,1,4,4,107.0,19.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,1,1,2,1,0,0,1,4,4,409.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
40.0,0,2,6,0,0,2,1,4,4,48.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
37.0,0,1,6,1,2,0,1,4,4,83.0,10.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
45.0,1,1,0,1,0,0,1,4,4,199.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
49.0,1,0,0,1,0,0,1,4,4,122.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
42.0,1,1,1,0,0,0,1,4,4,218.0,7.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
35.0,0,2,3,1,2,0,1,4,4,93.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
50.0,1,0,0,0,0,0,1,4,4,222.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
56.0,1,0,0,0,2,0,1,4,4,378.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
43.0,1,1,2,1,2,0,1,4,4,93.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
35.0,4,2,7,0,1,1,1,4,4,514.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
53.0,11,1,3,1,0,0,1,4,4,89.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
30.0,6,2,6,0,0,0,1,4,4,58.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
32.0,2,1,3,1,0,0,1,4,4,850.0,8.0,999.0,0.0,1,1.4,94.465,-41.8,4.959,5228.1
32.0,1,1,2,0,0,0,1,4,2,307.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
40.0,0,1,3,1,0,0,1,4,2,89.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,1,1,1,1,0,0,1,4,2,71.0,12.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
54.0,3,0,7,0,2,0,1,4,2,52.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
59.0,9,1,6,0,0,0,1,4,2,136.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
45.0,1,0,2,0,2,0,1,4,2,542.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
40.0,0,1,6,0,0,0,1,4,2,265.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
27.0,8,2,3,0,2,0,1,4,2,84.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
55.0,5,0,3,0,0,0,1,4,2,410.0,16.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
37.0,0,2,6,0,2,0,1,4,2,93.0,8.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
53.0,9,1,7,0,2,0,1,4,2,134.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
56.0,4,1,6,0,0,0,1,4,2,403.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,1,6,0,2,0,1,4,2,36.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
29.0,7,1,3,0,2,0,1,4,2,109.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
30.0,8,2,2,0,0,0,1,4,2,90.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
31.0,2,1,3,0,2,0,1,4,2,305.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
42.0,2,1,6,1,2,0,1,4,2,135.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
36.0,1,1,1,0,2,0,1,4,2,614.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,0,1,6,0,0,0,1,4,2,781.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
43.0,9,1,5,0,0,0,1,4,2,112.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
41.0,1,1,2,1,0,0,1,4,2,337.0,22.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
32.0,0,1,3,0,2,0,1,4,2,423.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
44.0,9,1,5,0,0,0,1,4,2,171.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,2,3,0,0,0,1,4,2,110.0,4.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,1,6,0,2,0,1,4,2,138.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
40.0,9,1,3,0,2,0,1,4,2,126.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
27.0,8,2,6,0,0,2,1,4,2,137.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
56.0,5,1,0,0,2,0,1,4,2,125.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
51.0,0,2,1,0,0,0,1,4,2,202.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
43.0,9,2,5,0,0,0,1,4,2,123.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
48.0,0,1,5,1,2,0,1,4,2,49.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,0,5,0,2,2,1,4,2,106.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
55.0,9,0,5,1,0,0,1,4,2,885.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
44.0,9,0,5,0,0,0,1,4,2,112.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
42.0,1,1,0,1,0,0,1,4,2,236.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
46.0,1,1,5,1,0,0,1,4,2,187.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,9,1,5,0,2,0,1,4,2,108.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
48.0,1,0,0,1,1,1,1,4,2,583.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
56.0,2,1,7,1,0,2,1,4,2,192.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
36.0,1,1,2,0,0,0,1,4,2,149.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
28.0,0,2,6,0,0,0,1,4,2,151.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
42.0,0,1,1,0,0,0,1,4,2,165.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
30.0,0,1,3,0,0,0,1,4,2,92.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
36.0,2,1,3,0,0,2,1,4,2,91.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
54.0,1,1,1,1,0,0,1,4,2,2025.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
53.0,9,1,7,0,0,0,1,4,2,123.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,7,1,3,1,2,0,1,4,2,107.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,0,2,2,0,0,0,1,4,2,406.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
32.0,4,2,6,0,2,0,1,4,2,12.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
45.0,6,1,5,0,0,2,1,4,2,128.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
55.0,1,1,0,0,0,0,1,4,2,146.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,3,2,7,0,2,0,1,4,2,66.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
31.0,1,1,2,0,2,0,1,4,2,278.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
41.0,7,0,2,0,0,0,1,4,2,753.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,1,3,1,0,0,1,4,2,120.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
49.0,9,0,7,0,0,0,1,4,2,167.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
30.0,0,2,6,0,0,0,1,4,2,48.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
41.0,7,1,2,0,2,0,1,4,2,385.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
40.0,0,1,3,0,0,0,1,4,2,97.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
28.0,4,2,6,0,0,0,1,4,2,651.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
47.0,9,1,5,0,0,0,1,4,2,223.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
59.0,7,1,3,0,0,0,1,4,2,309.0,5.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
33.0,1,0,2,0,2,0,1,4,2,155.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
44.0,1,1,2,1,0,0,1,4,2,98.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,9,1,5,0,2,2,1,4,2,46.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,7,1,3,0,0,0,1,4,2,252.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
45.0,7,0,3,1,0,0,1,4,2,691.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
39.0,0,1,6,0,0,0,1,4,2,93.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
56.0,2,1,6,1,0,0,1,4,2,315.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
53.0,2,0,7,0,2,0,1,4,2,154.0,3.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,9,1,1,0,2,2,1,4,2,344.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,9,0,5,0,0,0,1,4,2,128.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
55.0,6,1,7,1,2,2,1,4,2,278.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
30.0,9,1,3,0,2,0,1,4,2,436.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
48.0,9,1,7,0,0,0,1,4,2,189.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
32.0,0,2,6,0,2,0,1,4,2,186.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
50.0,1,1,0,1,0,0,1,4,2,84.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
32.0,3,1,3,0,0,0,1,4,2,264.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
43.0,1,1,2,0,2,0,1,4,2,237.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
38.0,9,2,6,0,0,0,1,4,2,72.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
50.0,0,1,6,0,0,0,1,4,2,77.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
49.0,7,1,3,1,0,0,1,4,2,128.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
58.0,2,1,6,1,2,2,1,4,2,43.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,1,1,1,0,2,0,1,4,2,64.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
44.0,0,1,6,0,2,0,1,4,2,351.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
41.0,7,1,7,0,0,0,1,4,2,139.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
50.0,2,1,2,0,2,0,1,4,2,119.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
54.0,9,1,6,0,2,0,1,4,2,394.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
42.0,1,1,1,0,2,0,1,4,2,174.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
31.0,7,1,3,1,0,2,1,4,2,62.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
43.0,1,1,0,1,0,0,1,4,2,349.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
58.0,0,2,6,0,0,0,1,4,2,100.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
35.0,3,1,3,0,0,0,1,4,2,56.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
59.0,7,0,3,0,0,0,1,4,2,133.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
40.0,1,1,0,0,2,0,1,4,2,134.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
48.0,0,1,2,1,0,0,1,4,2,113.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
49.0,0,1,6,0,2,2,1,4,2,185.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
59.0,3,1,3,1,0,0,1,4,2,331.0,12.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
24.0,1,1,2,0,0,2,1,4,2,167.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
43.0,4,1,3,0,2,0,1,4,2,30.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
36.0,7,1,3,0,2,2,1,4,2,77.0,6.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
56.0,1,1,0,0,0,0,1,4,2,136.0,2.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
34.0,9,1,5,0,0,0,1,4,2,320.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
27.0,0,0,3,0,0,0,1,4,2,138.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
34.0,9,1,5,1,0,0,1,4,2,10.0,1.0,999.0,0.0,1,1.4,94.465,-41.8,4.958,5228.1
